Batch plan id,Batch plan/Process(Parent Job),Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP name,BP description
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 60K,This Bulk Operation is used to generate maintenance rules 60K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 80K,This Bulk Operation is used to generate maintenance rules 80K
500004,Loading external vehicle data (DiskDrive File),Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,Generate maintenance rules on catalog vehicles - 120K,This Bulk Operation is used to generate maintenance rules 120K
500004,Loading external vehicle data (DiskDrive File),Fetch service baskets,,Last day Monthly,Automated,Active,Fetch service baskets for catalog vehicles linked to active contracts,This Bulk processor to import the service baskets from MAPO on monthly basis only for the catalog vehicles linked to active contracts. the contract ids are fetched from the selection supplied as input.
500006,Update RV and maintenance value lookups,Create and Update LUT Values,13/11/2021 20:35,On demand (deferred),Automated,Active,Create-Update Lookup Tables for OL Residual Values,
500006,Update RV and maintenance value lookups,Create and Update LUT Values,16/06/2020 19:27,On demand (deferred),Automated,Active,Create-Update Lookup Tables for GBB Residual Values,
500006,Update RV and maintenance value lookups,Create and Update LUT Values,13/11/2021 20:32,On demand (deferred),Automated,Active,Create-Update Lookup Tables for Maintenance WB,
500006,Update RV and maintenance value lookups,Create and Update LUT Values,,On demand (deferred),Automated,Active,Create-Update Lookup Tables for Maintenance OEM,
500006,Update RV and maintenance value lookups,Create and Update LUT Values,,On demand (deferred),Automated,Active,Create-Update Lookup Tables for Tyre Pricing,
500006,Update RV and maintenance value lookups,Create and Update LUT Values,,On demand (deferred),Automated,Active,Create-Update Lookup Tables for Tyre Discounts,
500006,Update RV and maintenance value lookups,Create and Update LUT Values,22/06/2020 18:28,On demand (deferred),Automated,Active,Create-Update Lookup Tables for Vehicle Discounts,
500006,Update RV and maintenance value lookups,Link Lookup Tables to New Catalog Vehicles,14/11/2021 00:57,On demand (deferred),Automated,Active,Assign OL RV Lookup Tables to Catalog Vehicles,
500006,Update RV and maintenance value lookups,Link Lookup Tables to New Catalog Vehicles,,On demand (deferred),Automated,Active,Assign GBB RV Lookup Tables to Catalog Vehicles,
500006,Update RV and maintenance value lookups,Link Lookup Tables to New Catalog Vehicles,14/11/2021 00:58,On demand (deferred),Automated,Active,Assign Maintenance WB Lookup Tables to Catalog Vehicles,
500006,Update RV and maintenance value lookups,Link Lookup Tables to New Catalog Vehicles,,On demand (deferred),Automated,Active,Assign Maintenance OEM Lookup Tables to Catalog Vehicles,
500006,Update RV and maintenance value lookups,Link Lookup Tables to Active Catalog Vehicles,14/11/2021 01:00,On demand (deferred),Automated,Active,Assign OL RV Lookup Tables to ACTIVE Catalog Vehicles,
500006,Update RV and maintenance value lookups,Link Lookup Tables to Active Catalog Vehicles,,On demand (deferred),Automated,Active,Assign GBB RV Lookup Tables to Active Catalog Vehicles,
500006,Update RV and maintenance value lookups,Link Lookup Tables to Active Catalog Vehicles,14/11/2021 01:01,On demand (deferred),Automated,Active,Assign Maintenance WB Lookup Tables to Active Catalog Vehicles,
500006,Update RV and maintenance value lookups,Link Lookup Tables to Active Catalog Vehicles,,On demand (deferred),Automated,Active,Assign Maintenance OEM Lookup Tables to Active Catalog Vehicles,
500007,Loading external vehicle data (Wesbank Data),Load External Vehicle Data,28/07/2020 16:58,Weekly,Automated,Active,Load External Vehicle Data via Wesbank Data,
500007,Loading external vehicle data (Wesbank Data),Link StereoType Vehicles,05/08/2020 11:10,Weekly,Automated,Active,Assign StereoTypes To Catalog Vehicles (Wesbank Data),
500007,Loading external vehicle data (Wesbank Data),Update ORIGIN Attribute,05/08/2020 11:19,Weekly,Automated,Active,Update ORIGIN Attribute (Wesbank Data),
500009,Ad-hoc jobs,Import Maintenance History,,On demand (deferred),Automated,Active,Upload Maintenance History,Will upload service history on existing vehicles automatically
500009,Ad-hoc jobs,Contract Import,,On demand (deferred),Automated,Active,SOF_ContractWithOptions_Import,should be used for bulk contract import into Miles.
500009,Ad-hoc jobs,Validate Billing Items,,On demand (deferred),Automated,Active,Validate profit share billing items,
500009,Ad-hoc jobs,Maintenance,,On demand (deferred),Automated,Active,Execute Shawdow table Maintenace,align the shadow tables
500011,Bulk contract modification,Insurance,,On demand (deferred),Automated,Active,Bulk contract modification - update insurance pricing,Update insurance pricing
500011,Bulk contract modification,Roadside Assistance,,On demand (deferred),Automated,Active,Bulk contract modification - update roadside assistance pricing,Update roadside assistance pricing
500011,Bulk contract modification,Telematics,,On demand (deferred),Automated,Active,Bulk contract modification - update telematic subscription service pricing,Update telematics pricing
500011,Bulk contract modification,RMT Collect and Pay Over,,On demand (deferred),Automated,Active,Bulk contract modification - update RMT collect and pay over pricing,Update RMT collect and pay over pricing
500011,Bulk contract modification,Service change,,On demand (deferred),Automated,Active,Bulk contract modification - service change,Bulk contract modification to add/remove/modify service(s) for all customer's contracts
500011,Bulk contract modification,Change financial data,,On demand (deferred),Automated,Active,Bulk contract modification - change financial data,
500013,Asset Depreciation,Depreciate assets,30/11/2021 20:07,Last day Monthly,Automated,Active,SU ACC depreciate asset,Treats all assets with status active or initialized (belonging to the operating lease portfolio).
500013,Asset Depreciation,Depreciate assets,30/11/2021 20:09,Last day Monthly,Automated,Active,SU TAX depreciate asset,Treats all assets with status active or initialized (belonging to the tax portfolio).
500014,Year End Process,Reconstruct Balance - closing year,,On demand (deferred),Automated,Active,Reconstruct Balance - closing year,
500014,Year End Process,Year End Retained Earnings Transfer,,On demand (deferred),Automated,Active,ACC Year End Retained Earnings Transfer,
500014,Year End Process,Year End Retained Earnings Transfer,,On demand (deferred),Automated,Active,TAX Year End Retained Earnings Transfer,
500014,Year End Process,Set General Ledger Opening Balances,,On demand (deferred),Automated,Active,ACC Set General Ledger Opening Balances,
500014,Year End Process,Set General Ledger Opening Balances,,On demand (deferred),Automated,Active,TAX Set General Ledger Opening Balances,
500014,Year End Process,Reconstruct Balance - opening year,,On demand (deferred),Automated,Active,Reconstruct Balance - opening year,
500015,DM - Asset depreciation and Income Recognition,Close all periods,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - Close All Fiscal Periods,
500015,DM - Asset depreciation and Income Recognition,Open last period previous fiscal year,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - Open Fiscal Periods - Last period previous fiscal year,
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - previous financial years - MOD1,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - previous financial years - MOD2,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - previous financial years - MOD3,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - previous financial years - MOD4,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - previous financial years - MOD5,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - previous financial years - MOD6,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - previous financial years - MOD7,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate previous financial years,13/11/2021 05:20,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - previous financial years - MOD8,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate previous financial years,13/11/2021 05:54,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - previous financial years - MOD1,"Treats all assets with status active or initialized (belonging to the tax portfolio). 
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate previous financial years,13/11/2021 05:54,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - previous financial years - MOD2,"Treats all assets with status active or initialized (belonging to the tax portfolio). 
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate previous financial years,13/11/2021 05:54,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - previous financial years - MOD3,"Treats all assets with status active or initialized (belonging to the tax portfolio). 
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate previous financial years,13/11/2021 05:54,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - previous financial years - MOD4,"Treats all assets with status active or initialized (belonging to the tax portfolio). 
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate previous financial years,13/11/2021 05:54,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - previous financial years - MOD5,"Treats all assets with status active or initialized (belonging to the tax portfolio). 
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate previous financial years,13/11/2021 05:54,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - previous financial years - MOD6,"Treats all assets with status active or initialized (belonging to the tax portfolio). 
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate previous financial years,13/11/2021 05:54,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - previous financial years - MOD7,"Treats all assets with status active or initialized (belonging to the tax portfolio). 
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate previous financial years,13/11/2021 05:54,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - previous financial years - MOD8,"Treats all assets with status active or initialized (belonging to the tax portfolio). 
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - previous financial years - MOD1,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - previous financial years - MOD2,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - previous financial years - MOD3,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - previous financial years - MOD4,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - previous financial years - MOD5,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - previous financial years - MOD6,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - previous financial years - MOD7,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate previous financial years,13/11/2021 06:27,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - previous financial years - MOD8,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period to be updated depending on Go Live date
- Future fiscal periods to be closed and open fiscal period of the parameter End Date Fiscal Period"
500015,DM - Asset depreciation and Income Recognition,Reconstruct balance FY2021,13/11/2021 07:05,On demand (deferred),Manual,Non Active,DM - Reconstruct Balance FY2021,
500015,DM - Asset depreciation and Income Recognition,Retained earnings transfer FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - ACC Year End Retained Earnings Transfer FY2021,
500015,DM - Asset depreciation and Income Recognition,Retained earnings transfer FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - TAX Year End Retained Earnings Transfer FY2021,
500015,DM - Asset depreciation and Income Recognition,Retained earnings transfer FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - Post retained earning payment document,
500015,DM - Asset depreciation and Income Recognition,Close all periods,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - Close fiscal period previous fiscal year,
500015,DM - Asset depreciation and Income Recognition,Open periods current year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - Open Fiscal Periods - Current Year,
500015,DM - Asset depreciation and Income Recognition,Carry over balance FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - ACC Set General Ledger Opening Balances FY2022,
500015,DM - Asset depreciation and Income Recognition,Carry over balance FY2021,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - TAX Set General Ledger Opening Balances FY2022,
500015,DM - Asset depreciation and Income Recognition,Reconstruct balance FY2022,13/11/2021 13:12,On demand (deferred),Manual,Non Active,DM - Reconstruct Balance - opening year FY2022,
500015,DM - Asset depreciation and Income Recognition,Reconstruct balance FY2022,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - Reconstruct Balance - opening year FY2022,
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - current financial year - MOD1,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - current financial year - MOD2,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - current financial year - MOD3,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - current financial year - MOD4,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - current financial year - MOD5,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - current financial year - MOD6,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - current financial year - MOD7,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,ACC - Depreciate current financial year,13/11/2021 07:06,On demand (deferred),Manual,Non Active,DM - SU ACC depreciate asset - current financial year - MOD8,"Treats all assets with status active or initialized (belonging to the operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - current financial year - MOD1,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - current financial year - MOD2,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - current financial year - MOD3,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - current financial year - MOD4,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - current financial year - MOD5,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - current financial year - MOD6,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - current financial year - MOD7,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,TAX - Depreciate current financial year,13/11/2021 09:38,On demand (deferred),Manual,Non Active,DM - SU TAX depreciate asset - current financial year - MOD8,"Treats all assets with status active or initialized (belonging to the tax operating lease portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,INC - Depreciate current financial year,13/11/2021 11:50,On demand (deferred),Manual,Non Active,DM - SU INC income recognition - current financial year,"Treats all assets with status active or initialized (belonging to the income recognition portfolio).
To be run once for migrated contracts ONLY 
- End Date Fiscal Period is set equal to the end date of the previous month as that would have been last depreciated period in source
- Past fiscal periods to be closed and open current fiscal period"
500015,DM - Asset depreciation and Income Recognition,Close all periods except current period,13/11/2021 11:59,On demand (deferred),Manual,Non Active,DM - Close Previous Fiscal Periods (leave current period open),
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Calculate Next Bill End Date - Monthly - Backdated,Calculates the Bill Next Due Date on contracts
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Contract revision calculation before billing - Monthly - Backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Bill NPS Contracts - Monthly - In Advance - Backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Bill NPS Contracts - Monthly - In Arrears - Backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Calculate Next Bill End Date - Monthly - Backdated 2,Calculates the Bill Next Due Date on contracts
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Contract revision calculation before billing - Monthly - Backdated 2,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Bill NPS Contracts - Monthly - In Advance - Backdated 2,Creates billing items for contracts which have period duration = months and are invoiced In Advance
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Bill NPS Contracts - Monthly - In Arrears - Backdated 2,Creates billing items for contracts which have period duration = months and are invoiced In Arrears
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Calculate Next Bill End Date - Monthly - Backdated 3,Calculates the Bill Next Due Date on contracts
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Contract revision calculation before billing - Monthly - Backdated 3,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Bill NPS Contracts - Monthly - In Advance - Backdated 3,Creates billing items for contracts which have period duration = months and are invoiced In Advance
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Bill NPS Contracts - Monthly - In Arrears - Backdated 3,Creates billing items for contracts which have period duration = months and are invoiced In Arrears
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Calculate Next Bill End Date - Monthly - Backdated 4,Calculates the Bill Next Due Date on contracts
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Contract revision calculation before billing - Monthly - Backdated 4,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Bill NPS Contracts - Monthly - In Advance - Backdated 4,Creates billing items for contracts which have period duration = months and are invoiced In Advance
500016,Customer Invoicing - Backdated,NPS Billing - Backdated,,On demand (deferred),Automated,Active,Bill NPS Contracts - Monthly - In Arrears - Backdated 4,Creates billing items for contracts which have period duration = months and are invoiced In Arrears
